0,0,0,0,0,0
27.2,34.2,27,18.1,2,32.3
24.1,31.6,20,-17.1,2.3,14.7
16.5,16,14,8.1,5.3,17.6
72.2,160.4,9,-6.2,1,130.1
14.8,15.3,7,11.7,2,24.1
24.5,32.6,6,4.5,1.3,21.8
41.9,42.7,1,-4.9,2.7,33.6
33.4,31.9,17,0.3,2,29
13.8,10.9,1,7.3,3.7,14.7
17.9,19.9,20,23.5,1,36
8.1,6.9,25,3.1,2,20.4
26.1,27.1,29,1.4,3,21.4
28.2,40.1,20,3.5,2,53.6
32,25.2,21,23.9,1,24
19.1,19.7,30,19.2,2,17.8
16.3,16.2,20,9.3,2.3,13.4
24.9,11.6,7,2.5,2.7,18.9
42.4766666666667,42.3133333333333,13,14.8,3.3,42.15
58.1,50.2,29,8.9,4,49.5
44.2733333333333,44.11,2,6.2,0.7,43.9466666666667
35.7,36.5,26,7.9,2.3,48
11.5,14.7,25,13.1,1,24.3
20.2,22.3,11,18.2,1.3,27.1
13.5,25.2,9,1.8,1,64.3
41.3333333333333,41.17,20,19,1,41.0066666666667
34.6,43.9,7,0.3,1,23.5
19.7,23.6,7,21.2,1.7,19.6
22,31.4,25,10.6,1.7,46.6
15.1,25.3,9,11.8,1,25.8
12.7,23.6,11,1.9,1.7,20.7
12.9,9.2,11,8.3,5.3,15.3
24.6,26.9,13,19.5,2,19.7
41.17,41.0066666666667,21,22.3,1,40.8433333333333
19.3,13.9,28,13.5,2,15.4
25.2,24,22,22.8,2,18
39.6,61,8,11.2,1,25.8
27.1,13.5,8,-0.5,1,25.2
47.5,40.3,12,28.7,1.3,34.4
20.8,24.8,11,20.1,1.7,28.6
29.9,24.6,12,18.2,1.3,26.9
33.7,38.8,10,22.5,3.3,27.9
16.1,17.8,22,0.6,2,10.7
25.3,25.8,10,13.5,1.3,20.4
26.7,19.5,17,18.6,2,26.7
38.8,34.9,18,16,1.7,18.8
39.4,19.8,11,5.4,2,10.9
26.1,31.7,11,22.4,1,21.1
47.05,46.8866666666667,15,12.5,1,46.7233333333333
23.1,19.1,29,19.4,1,19.7
59.4,57.5,20,0.7,1,36.4
44.3,42.4,28,14.6,1.3,24.9
15.58,15.5,8,18.7,1,25.4
27,24.8,13,22.4,1.3,27.7
31.3,19.3,8,5.9,4.7,38.7
19.1,13.7,16,17.6,2.7,19.5
26.5,15.1,8,14.9,1.3,25.3
37.9,43.6,7,4.7,1,28.3
47.54,47.3766666666667,12,11.9,2.7,47.2133333333333
34,33.9,14,22,1.3,33.1
31.5,30.3,3,19,2.7,13.9
18.9,21.1,30,18.7,1.7,27.9
13.2,22.2,30,1.2,1,24.7
31.3,25.1,24,8.9,1,27.6
11.7,22,27,16.2,2.7,19.6
14.1,18.8,28,4.3,4,38.1
26.5,21,3,-1.1,3,19.7
33.3,35,5,10.4,1.7,13.9
21.2,36.7,29,-0.9,1.3,22
42.2,16.1,9,8.9,5,13.9
23.5,29.7,23,18.5,2,29.1
