3,-2.3,1020.8,-19.7,0,0.5
3,-2.5,1021.3,-19,0,0.7
3,-3,1021.3,-19.9,0,0.2
3,-3.6,1021.8,-19.1,0,1
3,-3.5,1022.3,-19.4,0,2.1
3,-4.5,1022.6,-19.5,0,1.7
4,-4.5,1023.4,-19.5,0,1.8
3,-2.1,1024.6,-20,0,2.5
9,-0.2,1025.2,-20.5,0,2.8
11,0.6,1025.3,-20.4,0,3.8
9,2,1025.1,-21.3,0,2.2
3,3.6,1024.8,-20.7,0,2.7
3,4.8,1023.8,-19.7,0,3
3,5.8,1022.8,-20.6,0,4.4
9,5.9,1022.6,-20.5,0,3.6
3,6,1022.6,-20.4,0,3.2
3,5.4,1022.8,-20,0,2.2
6,3.5,1023.4,-20.8,0,2
4,2.7,1024.2,-20,0,3.6
7,2,1025.1,-19.3,0,1.7
8,1.1,1025.9,-18.3,0,1.7
7,1.6,1026.7,-17.4,0,2.3
5,0.4,1027.2,-17.4,0,0
7,0.3,1027,-16.6,0,1.5
11,-0.5,1027.4,-16.4,0,3
12,-1.8,1027.9,-16.7,0,0.9
13,-1.7,1027.7,-17.4,0,1.5
14,-2.5,1027.7,-17.4,0,1.7
14,-3.4,1027.5,-17,0,0.8
13,-3.5,1026.9,-16.8,0,0.5
16,-3.5,1026.1,-15.8,0,0.9
19,-3.3,1026.7,-14.4,0,0.9
22,-2,1026.4,-15.1,0,1
29,-0.2,1026.3,-16.6,0,0.5
46,0.6,1025.8,-17.2,0,1.3
30,1.3,1025.4,-17.1,0,1.1
31,1.9,1024.2,-17.1,0,1.6
30,2.3,1022.6,-17.3,0,0.2
30,3,1021.9,-17.3,0,0
38,2.9,1020.9,-16.8,0,1.2
42,2.5,1020.6,-17.1,0,0.5
44,2.1,1020.2,-16.4,0,0.7
44,1.5,1020.4,-16,0,0.7
47,0.3,1020,-15.3,0,0.6
52,0,1019.9,-15.2,0,0.2
69,-1.2,1019.7,-13.7,0,1
72,-2.1,1019.1,-13.3,0,0.4
62,-2.2,1018.2,-13.4,0,1.1
73,-2.4,1017.4,-13,0,1
50,-3.8,1016.5,-12.2,0,1.4
60,-3.8,1015.1,-12.7,0,0.8
60,-4,1014.1,-13.4,0,0.7
64,-4.8,1013.6,-13.2,0,0.2
56,-5.6,1013.2,-13,0,0.5
53,-5.7,1013.2,-13.1,0,0
52,-3.3,1013.5,-12.8,0,0.8
58,-0.3,1012.8,-11.4,0,0.5
81,3.4,1012.5,-12.6,0,0.8
84,6.5,1011.4,-12.2,0,2.1
106,9,1010.4,-11.6,0,1.4
110,12.2,1009.1,-13.7,0,1.8
113,15.6,1007.5,-13.8,0,5.4
100,16.6,1006.9,-14.1,0,5.3
68,17,1006.8,-14.9,0,2.3
32,16.1,1006.9,-14.4,0,0.7
21,13.9,1007.6,-14.1,0,0.6
16,12.4,1009,-14.4,0,0.8
18,8.9,1010,-13.5,0,0.9
24,7.7,1010.1,-12.2,0,0.5
29,6.9,1010.6,-12.3,0,0.7
23,6.8,1011.2,-11.9,0,1.5
30,8.6,1012.1,-11.4,0,2
25,9.2,1013.2,-12.6,0,2.4
16,7.3,1014.2,-12.5,0,2.1
8,6.1,1014.4,-13.5,0,1.4
6,6.6,1014.2,-14.8,0,4
7,4.8,1014.6,-12.2,0,2.6
3,5.4,1015.4,-12.1,0,4.7
10,4.2,1016.1,-12.3,0,3
12,6.3,1016.8,-12.3,0,0.8
12,8.9,1017.4,-12.9,0,1.6
16,10.2,1017.6,-13.8,0,3.8
14,11.4,1017.1,-14.4,0,4.2
7,12.7,1016.6,-15.1,0,4.4
8,14.6,1015.4,-14.6,0,3.5
14,15.1,1014.2,-15.2,0,3.4
11,16.1,1013.1,-16.9,0,3
21,16.1,1012.5,-16.9,0,2.3
10,14.8,1012,-14.4,0,3.3
13,12.9,1012.4,-14,0,2.6
17,11.3,1012.7,-13.7,0,1.2
32,8.7,1013.2,-12.5,0,0.5
43,5.9,1013.4,-11.7,0,0.2
64,4.9,1013.4,-11.7,0,0.8
76,4,1013.2,-11.6,0,0.6
54,4.2,1012.6,-11.5,0,0.8
57,2.8,1012.1,-11.2,0,0.4
48,1.8,1011.7,-11,0,0.6
65,0.8,1011.4,-10.7,0,0.6
60,0.2,1011,-10.4,0,0.2
46,-0.1,1010.7,-10.1,0,0.8
72,-0.4,1010.9,-9.6,0,0
56,-1,1010.6,-9.4,0,0.8
51,1.2,1010.4,-9.4,0,0
68,6,1010.1,-10.7,0,0.8
68,7.8,1009.5,-10.6,0,1
87,9.3,1008.7,-9.3,0,1.4
107,11,1007.8,-9.4,0,1.9
109,12.1,1006.5,-9,0,0.4
118,13.2,1005.1,-8.1,0,0.9
126,14.1,1004.3,-8.6,0,1.7
124,13.5,1004.1,-8.4,0,0.8
149,13.3,1003.9,-8,0,1.1
151,12.4,1004.5,-8.2,0,1
158,8.9,1005,-7.8,0,0.8
161,7.7,1005.4,-7.6,0,0.2
173,6.3,1005.9,-7.3,0,0.7
191,5.6,1006,-7.3,0,0.2
181,4.9,1005.8,-7,0,1.7
141,3.7,1005.7,-6.9,0,0.4
152,3.9,1005.4,-6.7,0,2
180,3.9,1005.3,-6.4,0,0.8
146,3.5,1004.8,-6.5,0,0.7
170,3.7,1004.7,-6.3,0,1.3
149,2.4,1004.7,-6.2,0,1
182,2.1,1004.9,-5.8,0,0.9
182,3.1,1005.1,-5.6,0,0.2
187,4.7,1006.2,-4.9,0,0.6
195,5.5,1006.2,-4.1,0,0.5
193,7.2,1006.1,-5.5,0,0.5
200,8.8,1005.8,-5.5,0,0.7
239,10.6,1004.6,-5,0,0.9
271,12.4,1003.4,-4.7,0,0.8
281,13.4,1002.5,-4.3,0,1.2
263,13.6,1001.8,-4.1,0,2.3
293,13.6,1001.9,-3.7,0,2.2
302,13.3,1002.2,-3.9,0,1.6
312,12,1002.7,-3.8,0,1.3
280,10.6,1003.7,-3.9,0,1.2
265,7.1,1004.5,-3.5,0,1.4
268,6.2,1004.9,-3.5,0,0.7
272,5.5,1004.5,-3.6,0,0.6
339,4.7,1004.3,-3.6,0,0.7
326,4.5,1004.1,-3.3,0,0.9
282,5.3,1004.2,-3.3,0,0.7
206,6.2,1004.2,-3.2,0,1.4
227,3,1003.8,-3.8,0,0.5
208,1.4,1003.6,-4.3,0,1
198,1.3,1003.5,-5,0,1.8
201,1,1003.7,-5.3,0,1.5
202,0.2,1003.6,-5.4,0,1
175,4.9,1003.6,-4.4,0,0.1
143,7,1003.4,-3.6,0,1.4
140,8.9,1003.2,-3.7,0,1
169,12.5,1002.1,-5.5,0,1.1
225,15,1000.3,-4.9,0,0.8
174,16.3,998.4,-4.3,0,1.5
71,17.3,996.7,-4.1,0,1.4
83,16.6,995.5,-3.5,0,1.2
137,16.8,994.7,-3.4,0,1
207,16.6,994.1,-3.5,0,0.8
258,14.5,993.9,-3.3,0,0.7
264,12.5,994.5,-3.4,0,0.5
241,11.8,994.7,-3.2,0,0.8
256,9.8,994.6,-2.8,0,0.6
262,7.9,995.1,-3,0,1.2
238,8.1,995.1,-3.4,0,0.9
249,6.8,995,-3.2,0,1.3
224,5.9,995.3,-3,0,0
216,4.4,995.6,-3.2,0,0.8
263,4,995.2,-3.5,0,0.6
290,4.5,994.7,-3.1,0,1.4
257,16.7,994.9,-5.8,0,5.2
233,15.4,995.6,-6.2,0,0.7
193,12.7,996.2,-5.4,0,1.7
72,14.9,996.7,-5.5,0,1.3
79,11.2,997.8,-4.1,0,1.7
85,14.5,997.9,-2.9,0,1.7
180,17.3,997.3,-3.5,0,1.4
207,19.3,996.7,-3.6,0,2.1
179,20.6,995.8,-3.9,0,2.5
153,21.9,994.7,-4.3,0,3
159,17.6,995,1.5,0,4.5
443,14.8,996.1,0.2,0,2.5
289,13.1,996.5,-0.2,0,4
173,11.7,996.5,-0.5,0,3.4
141,10.4,997.4,-1,0,2.7
112,9.4,997.3,-0.8,0,2.7
113,8.6,997.1,-1.5,0,2.8
117,7.6,996.9,-2.4,0,1.8
99,6.8,996,-3.2,0,1.3
100,5.6,994.5,-3,0,0.7
100,4.3,993.1,-3,0,1.2
96,3.9,991.9,-2.5,0,0
102,3,991.2,-2.7,0,0.7
107,2.4,989.8,-2.9,0,1.2
97,1.9,988.9,-3,0,0.7
104,2,989.2,-3.3,0,0.5
106,1.8,989,-3.3,0,0.4
104,6,990.5,-2.1,0,2.4
116,14.2,992.3,-1.5,0,2.5
142,16.8,993.8,-2.3,0,6.2
106,14.4,996.8,-7.1,0,7.8
28,12.9,999.1,-11.6,0,5.6
35,10.7,1001.8,-15.8,0,4.9
20,9.6,1003.9,-18.5,0,6
21,10.3,1005.2,-17.9,0,4.5
22,10.3,1006.3,-17.9,0,5.6
9,9.2,1008,-18.8,0,7.1
13,7.7,1010.2,-20,0,5.1
15,6.6,1013.1,-19.9,0,5.2
13,5.7,1015.1,-19.8,0,3.3
12,5,1017,-19.6,0,2.5
8,4.8,1017.7,-19.7,0,3.3
14,3.8,1018.1,-19.8,0,1.2
8,3.4,1018,-20.1,0,1.1
12,4.4,1017.8,-20.1,0,2
13,4.9,1018.1,-20.4,0,3
10,4.5,1017.9,-20,0,3.3
3,4.1,1018.1,-20.3,0,2.5
3,4.7,1018.6,-19.8,0,3
3,4.3,1018.8,-20.1,0,3.3
10,3.6,1018.9,-18.6,0,1.2
12,5.7,1019.8,-19,0,3.3
20,8,1019.8,-18.8,0,2.8
16,9.4,1019.2,-18.7,0,3.2
6,10.6,1018.4,-16.8,0,2.5
12,10.4,1018.1,-16.9,0,2
21,11.3,1017.1,-17.2,0,3.6
20,12.1,1016,-16.5,0,2.8
22,11.9,1015.1,-15.7,0,3.7
27,11.7,1014.7,-15.9,0,4.2
40,10.9,1014.5,-14.8,0,1.2
41,9.5,1014.6,-15.1,0,3.2
47,8.8,1015.1,-13.6,0,1.6
51,7.2,1015.5,-13.1,0,1.3
69,5.8,1015.7,-12.8,0,0.8
80,4.7,1015.7,-12.3,0,1
95,4.2,1015.5,-12.3,0,0
93,2.3,1015.4,-12.4,0,0.8
79,1.6,1015.2,-11.6,0,0
69,0.5,1015,-11.6,0,0.5
91,0.1,1014.3,-11.3,0,0.9
78,-1.4,1014.1,-10.8,0,0.9
76,-2,1014,-10.8,0,1
91,-1.8,1013.5,-10.9,0,0.6
98,-1.7,1014,-10.3,0,0.6
83,-0.2,1014.3,-9.6,0,1.4
114,2.7,1014.2,-10.6,0,1
120,4.9,1013.7,-9.7,0,0.9
125,6.3,1012.9,-8.4,0,2.2
117,6.8,1011.7,-8.8,0,1.8
129,8.3,1010.4,-9.2,0,0.9
128,9,1009.2,-8.1,0,1.2
150,9.8,1007.8,-7.9,0,1.4
152,10,1007,-7.7,0,1.5
