4;-0,7;1023;-18,8;0;4,4;4
8;-1,1;1023,2;-18,2;0;4,7;8
7;-1,1;1023,5;-18,2;0;5,6;7
6;-1,4;1024,5;-19,4;0;3,1;6
3;-2;1025,2;-19,5;0;2;3
5;-2,2;1025,6;-19,6;0;3,7;5
3;-2,6;1026,5;-19,1;0;2,5;3
3;-1,6;1027,4;-19,1;0;3,8;3
3;0,1;1028,3;-19,2;0;4,1;3
3;1,2;1028,5;-19,3;0;2,6;3
3;1,9;1028,2;-19,4;0;3,6;3
3;2,9;1028,2;-20,5;0;3,7;3
3;3,9;1027,3;-19,7;0;5,1;3
3;5,3;1026,2;-19,3;0;4,3;3
6;6;1025,9;-19,6;0;4,4;6
8;6,2;1025,7;-18,6;0;2,8;8
9;5,9;1025,6;-18,1;0;3,9;9
10;4,3;1026,3;-18,7;0;2,8;10
11;3,1;1027,4;-18,4;0;2,1;11
8;2,3;1028,3;-18,4;0;2,8;8
11;1,7;1029,1;-17,3;0;2,1;11
12;0,6;1030,1;-16,7;0;0,8;12
15;0,9;1030,5;-17,4;0;1,8;15
24;-0,2;1030,5;-17,4;0;1,4;24
22;-0,4;1031;-17,6;0;1,4;22
14;-1;1031,3;-17,3;0;1,1;14
13;-1,5;1030,9;-16,9;0;1,7;13
3;-1,4;1030,6;-17,6;0;1,4;3
3;-1,5;1030,8;-17,7;0;0,9;3
9;-1,8;1030,1;-17,5;0;2;9
4;-2,5;1029,6;-17,7;0;0,7;4
3;-1,7;1029,8;-17;0;1,2;3
3;-0,4;1029,6;-17,6;0;1,8;3
10;0,6;1029,7;-16,7;0;1,7;10
11;1,7;1028,9;-16,3;0;1,6;11
18;2,2;1028,2;-16,8;0;3,1;18
26;2,7;1027,3;-16,4;0;2,7;26
25;3,3;1025,7;-16,4;0;1,5;25
26;3,8;1024,8;-16;0;1,3;26
37;3,9;1024,1;-16,5;0;1,2;37
37;3,5;1023,6;-15,2;0;2,5;37
44;2,2;1023,4;-13,6;0;0,4;44
54;1,2;1023,2;-12,3;0;0,9;54
61;1,5;1022,9;-13,8;0;1,2;61
67;1,2;1022,9;-14,1;0;1,2;67
74;0,6;1022,6;-14,2;0;1,3;74
81;-0,6;1022,3;-13,9;0;1,4;81
93;-0,8;1021,1;-13,4;0;1,3;93
112;-1,4;1020,4;-13;0;1,2;112
109;-2;1019,4;-13,2;0;1,2;109
110;-2,8;1018,3;-12,3;0;1,4;110
105;-2,6;1017,2;-13,2;0;1,2;105
106;-4,3;1016,9;-11,8;0;0,9;106
101;-5,6;1016,3;-10,9;0;0,8;101
91;-5,8;1016,2;-11;0;0,8;91
79;-3,1;1016,5;-11,1;0;1,5;79
77;0,7;1016,2;-13;0;2,3;77
83;3,5;1015,8;-13,8;0;0,4;83
94;6,5;1014,9;-13,2;0;1,3;94
96;11,4;1013,8;-10,8;0;0,9;96
91;13,8;1012,5;-13,3;0;1,1;91
98;16;1011,5;-13,5;0;5,9;98
72;16,7;1010,8;-14;0;4,3;72
48;16,9;1010,5;-12,7;0;2;48
28;16,4;1010,6;-15,4;0;2,9;28
26;13,1;1011,1;-10,1;0;1,7;26
24;8,7;1012,3;-11,3;0;1,6;24
19;12,2;1013,4;-13,7;0;2;19
60;11,7;1013,5;-12,6;0;0,9;60
117;5,3;1013,6;-10,9;0;0;117
54;3,1;1014,1;-10,2;0;1,8;54
46;5,2;1014,8;-10,6;0;1,7;46
42;7,7;1015,7;-11,1;0;2,6;42
49;8,2;1016,7;-11,7;0;2,8;49
34;8,1;1016,7;-11,8;0;4,3;34
12;7,2;1016,9;-11,6;0;2,8;12
7;6;1018;-11,6;0;1;7
10;2,7;1018,6;-10,9;0;0,5;10
13;3,8;1018,9;-11,4;0;2,3;13
14;6,5;1019,7;-10,7;0;2,3;14
13;9;1020,7;-12,2;0;3,1;13
15;10,6;1020,8;-12,1;0;1,3;15
16;11,9;1020,4;-12,4;0;2,1;16
18;13,1;1020;-13;0;3;18
13;14,2;1018,9;-13,9;0;2,7;13
3;15,3;1017,8;-13;0;2;3
3;15,2;1017;-13,1;0;0,7;3
10;15,3;1016,3;-13;0;2,4;10
14;14,5;1015,7;-13,7;0;2,6;14
20;12,7;1015,9;-11,8;0;2,6;20
25;11,6;1016,5;-11,3;0;3,4;25
31;10,9;1016,6;-10,6;0;3,5;31
34;9,9;1016,9;-10,3;0;3,1;34
40;8,4;1016,9;-10;0;2,1;40
51;8,6;1016,3;-9,9;0;2,4;51
58;7,7;1015,7;-9,3;0;2,1;58
71;4,7;1015,2;-9,1;0;1,6;71
91;1,1;1014,7;-7,9;0;0;91
100;-0,6;1014,4;-8,1;0;0;100
103;0,2;1014;-8,8;0;1,2;103
115;1,8;1013,7;-9,5;0;1,5;115
117;0,6;1013,9;-9,4;0;0,8;117
104;-0,2;1013,4;-8,6;0;1,3;104
106;2,9;1013,4;-9,1;0;1,3;106
111;5,1;1013,4;-9,1;0;1,2;111
114;7,7;1012,8;-8,4;0;1,5;114
131;9,4;1012;-8,2;0;1,5;131
138;10,6;1011,1;-8,1;0;1,4;138
142;11,9;1009,7;-7,5;0;1,3;142
163;12,6;1008,5;-8;0;1;163
168;13,5;1007,7;-7,8;0;1,4;168
165;13,8;1007,2;-7,6;0;1,2;165
166;13,2;1007,1;-7;0;2;166
190;12,1;1007,7;-6,4;0;1,6;190
203;9;1008,2;-5,7;0;1,4;203
210;5,3;1008,5;-4,8;0;0;210
205;3,3;1008,7;-4,7;0;0,2;205
215;2,9;1009;-4,6;0;1,2;215
219;5,2;1008,9;-6,1;0;1,1;219
226;4,9;1008,4;-6,1;0;1,4;226
284;4,9;1008,5;-6,4;0;1,2;284
272;4,8;1008,3;-5,9;0;1,5;272
242;4,1;1007,8;-5,9;0;1,9;242
212;4;1007,6;-6,3;0;1,9;212
192;3,9;1007,3;-6,1;0;1,4;192
188;4,1;1007,8;-5,7;0;1,6;188
186;4,5;1008,4;-5,3;0;2;186
188;5,7;1009,3;-5;0;1,7;188
194;6,6;1009,3;-4,8;0;1,7;194
184;7,5;1009,1;-4,6;0;1,7;184
175;8,7;1008,6;-4,5;0;1,5;175
179;10,1;1007,7;-4,7;0;1,4;179
192;11,1;1006,9;-4,2;0;0,4;192
201;12,6;1005,8;-3,7;0;1,5;201
230;14,5;1005,5;-3,3;0;1,6;230
246;14,7;1005,5;-3,2;0;2,5;246
248;14,2;1005,5;-3,2;0;1,4;248
230;11,6;1005,9;-3,4;0;1,1;230
239;6,8;1006,8;-2,9;0;0,9;239
242;5,1;1007,6;-2,5;0;1,2;242
254;4,4;1008,2;-2,5;0;1,1;254
266;3,8;1007,7;-2,2;0;1,9;266
254;2,4;1007,3;-2,5;0;1,2;254
260;2,3;1007,2;-2,4;0;1,3;260
250;1,5;1007,1;-2,6;0;0,8;250
240;0,7;1007,1;-2,7;0;1,2;240
238;1,5;1006,9;-2,5;0;0,6;238
243;0,3;1006,5;-2,7;0;1,7;243
246;-0,9;1006,4;-3,3;0;0,5;246
275;1,6;1006,7;-1,5;0;1,7;275
306;0,3;1006,6;-2,7;0;0,4;306
320;2,4;1006,8;-1,4;0;1,5;320
292;8,3;1006,5;-1;0;0,8;292
251;10,1;1006,1;-0,7;0;0,6;251
228;12,7;1005,5;-1,6;0;1,2;228
217;16,5;1003,6;-1,6;0;1,7;217
255;17,1;1001,6;-3,1;0;3,7;255
258;17,7;1000,2;-3,2;0;3,1;258
277;18,3;998,6;-3,2;0;3,6;277
282;18,6;997,6;-1,8;0;3,3;282
267;17,9;997,2;-0,9;0;1,9;267
216;15,4;997,1;-1,7;0;1,4;216
201;14,4;997,4;-2,5;0;1,9;201
211;13,4;997,9;-2,6;0;1,5;211
227;11,8;997,7;-2,1;0;1,5;227
282;9,2;997,9;-1,3;0;1,4;282
363;7,5;998,3;-1,2;0;1,3;363
376;6,6;998,4;-0,9;0;0,1;376
344;4,1;998,2;-1,3;0;0;344
339;3,3;998,5;-1,7;0;0,9;339
339;2,5;998,2;-1,9;0;0,8;339
324;1,8;997,9;-1,8;0;0;324
322;1,3;998,5;-1,8;0;1;322
315;1,4;999;-1,5;0;0,8;315
310;1,1;999,7;-1,8;0;0,8;310
309;5,7;1000,4;0,5;0;1;309
310;10,9;1000,8;1,4;0;0,7;310
326;16,9;1001,1;-0,4;0;1;326
326;19,1;1000,9;-0,4;0;1,9;326
219;20,5;1000,5;-3,3;0;4,4;219
104;21,7;999,4;-2,3;0;3;104
121;22,5;998,2;-2,3;0;3,3;121
184;17,4;998,3;1,4;0;4,5;184
330;13,9;999,5;1,2;0;2,7;330
172;11,9;1000,2;0;0;2,6;172
114;10,3;999,9;-0,5;0;2,8;114
82;9,3;1000,6;-0,9;0;1,4;82
84;8;1000,5;-0,3;0;0,8;84
91;7,9;1000,4;-1,6;0;1,4;91
81;7,2;1000;-1,5;0;1,6;81
90;6,3;999;-3,4;0;0,9;90
79;5,7;997,7;-3,4;0;1;79
49;3,6;996,1;-2,6;0;0,6;49
89;2,1;994,9;-2,6;0;1,1;89
89;1,4;994,1;-3,1;0;0;89
98;1,1;993;-3,2;0;1,4;98
97;1,8;992;-2,3;0;0;97
102;3,2;992;-2,8;0;1,3;102
110;2,8;992,2;-2,5;0;1;110
108;4,6;992,9;-2,1;0;1,8;108
104;8,4;994,1;-1,7;0;2,6;104
113;16,3;995,9;-0,4;0;3,3;113
145;16,7;998,3;-4,6;0;7,7;145
69;14,3;1001,3;-9,1;0;7,4;69
78;12,4;1004,3;-14,4;0;7,9;78
49;10,3;1006,5;-17;0;7,2;49
47;10,5;1008,1;-16,8;0;6,7;47
28;10,2;1009,4;-17,1;0;3,9;28
21;10,5;1010,8;-17,8;0;4,8;21
14;8,6;1013;-18,3;0;4,8;14
17;7,4;1015,9;-19,3;0;4,8;17
15;6,4;1018,1;-18,4;0;3,5;15
18;5,6;1019,7;-18,3;0;4,5;18
12;4,8;1020,3;-17,6;0;3,3;12
11;3,8;1021,2;-17,8;0;1,2;11
6;0,8;1021,3;-14,1;0;0,6;6
11;-0,5;1020,8;-13,4;0;0;11
11;-0,2;1021,1;-11,6;0;1;11
6;-2,1;1020,9;-11,7;0;0,7;6
10;-2;1021,1;-11,8;0;1,2;10
18;-1,3;1021,9;-14,8;0;0;18
21;-1,8;1022;-10,9;0;1,7;21
18;-2;1022,5;-11,8;0;0;18
24;3,5;1023,2;-14,7;0;2,3;24
31;5,3;1023,5;-15,9;0;4,6;31
26;6,8;1023,1;-15,9;0;5,2;26
27;8,3;1022,4;-14,7;0;4,6;27
30;9,8;1021,9;-14,2;0;2,7;30
28;10,4;1021;-14,4;0;0,4;28
34;11,2;1020;-13,8;0;2,8;34
28;11,4;1019;-13,6;0;4;28
37;11,3;1018,7;-14,5;0;4,5;37
36;10,4;1018,3;-13,7;0;4,1;36
38;9,1;1018,2;-13,4;0;4,4;38
44;8,2;1018,5;-12,3;0;2,6;44
60;7,7;1018,8;-11,1;0;2,3;60
70;7,4;1018,8;-10,9;0;3,5;70
64;6,5;1018,9;-10,3;0;2,7;64
70;5,9;1018,5;-10;0;2,4;70
81;3;1018,7;-9;0;0,9;81
90;0,3;1018,5;-8,7;0;1,4;90
95;-0,7;1018;-7,3;0;0,7;95
95;-1,7;1017,4;-7;0;0,5;95
96;-2,1;1017,2;-6,5;0;0,6;96
97;-1,6;1016,9;-7,9;0;1,1;97
106;-2,3;1016,9;-8;0;0,1;106
114;-2,1;1017;-8;0;0,9;114
112;1,3;1017,4;-8,3;0;1,9;112
113;3,1;1017,5;-8,6;0;1,8;113
