9,-0.5,1024.5,-21.4,0,5.7
4,-0.7,1025.1,-22.1,0,3.9
7,-1.2,1025.3,-24.6,0,5.3
3,-1.4,1026.2,-25.5,0,4.9
3,-1.9,1027.1,-24.5,0,3.2
4,-2.4,1027.5,-21.3,0,2.4
5,-2.5,1028.2,-20.4,0,2.2
3,-1.4,1029.5,-20.4,0,3
3,-0.3,1030.4,-21.2,0,4.6
3,0.4,1030.5,-23.3,0,5.5
3,1.4,1030.2,-22.5,0,5.2
6,2.9,1029.8,-22.9,0,5.3
3,4,1028.6,-21.2,0,4.6
3,5,1027.8,-21.2,0,4.5
3,6.2,1027.6,-22.2,0,4
3,6,1027.7,-21.3,0,2.1
9,5.6,1027.7,-20.7,0,1.8
9,4.4,1028.2,-20.9,0,3.5
11,3.2,1029.4,-20.3,0,0.5
13,3,1030.1,-19.7,0,1.1
5,1.6,1031.3,-19,0,1.2
15,0.8,1032.4,-19.7,0,1
19,0.1,1032.9,-19.2,0,1.8
8,-0.5,1032.8,-19.7,0,2.1
4,-0.7,1033,-18.3,0,0.6
3,-1.6,1033.2,-17.4,0,0
3,-2.2,1032.9,-16.7,0,0
3,-3.1,1032.6,-15.8,0,0
3,-3.1,1032.7,-16.1,0,0
9,-2.4,1032.1,-18.1,0,0.8
3,-2.3,1031.3,-18.4,0,1.5
13,-1.9,1031.9,-18.5,0,1.4
3,-0.9,1031.7,-18,0,1.6
3,0.1,1031.7,-18.1,0,0.5
3,1.5,1031.2,-18,0,0.6
4,2.6,1030.2,-18.2,0,3.1
17,3.8,1029,-17.8,0,1.1
23,3.8,1027.6,-17.8,0,1
32,3.9,1026.8,-18.3,0,0.4
35,4.3,1026.2,-18,0,1.5
42,4.1,1025.4,-16.9,0,1.9
54,3.2,1025.3,-16,0,1.3
56,2.2,1025.4,-15.8,0,0.4
63,1.6,1025,-15.4,0,0.1
71,0.7,1025,-15.3,0,1
79,0.5,1024.8,-15.1,0,0.2
98,-1,1024.2,-14.6,0,0
108,-1.3,1023.2,-14.5,0,0
115,-2.2,1022.3,-12.8,0,0
127,-1.8,1021.4,-13.3,0,0.7
132,-2.4,1020.4,-13.3,0,1.3
124,-3.3,1019.4,-12.5,0,1.2
112,-4.2,1019,-12.6,0,0.1
101,-5.2,1018.5,-11.6,0,0.9
88,-5.4,1018.3,-11.3,0,0
98,-3.3,1018.6,-9.8,0,0.1
97,1.2,1018.1,-13.7,0,0.8
95,4,1017.6,-13.4,0,0.6
91,6.8,1016.7,-13.5,0,1.1
98,9.5,1015.6,-13.7,0,0.5
107,13.4,1014.4,-13.6,0,1.8
114,15.5,1013,-13.8,0,4
81,16.4,1012.4,-15.4,0,7
49,16.6,1012,-15.2,0,4.7
28,15.8,1012.2,-14.7,0,1.3
41,12.6,1013,-13.4,0,1.3
58,9.9,1014.1,-10.3,0,1
87,6.8,1014.9,-9.6,0,0
142,5.2,1015.2,-8.3,0,0
152,4,1015.4,-9.1,0,0.2
143,2.7,1015.8,-8.4,0,0.4
80,7.1,1016.7,-12.2,0,0.4
68,9.9,1017.5,-14.1,0,4.9
61,9.3,1018.4,-13.9,0,3.6
43,8.4,1018.7,-13.9,0,1.5
13,7.4,1018.6,-14.2,0,3.6
6,6.2,1019.6,-15.2,0,2.7
7,6,1020.1,-14.2,0,2.4
9,4.2,1020.8,-12.7,0,2
10,7.2,1021.5,-12.6,0,3.2
11,8.6,1022.3,-14.4,0,2.8
15,9.9,1022.6,-14.8,0,2.4
3,11.5,1022.3,-14.3,0,0
13,12.3,1022,-15.4,0,2.4
13,13.9,1020.6,-16.2,0,3.3
3,14.8,1019.5,-15.5,0,1.4
3,15.3,1018.6,-15.1,0,1.3
4,15.6,1018.1,-14.8,0,2
18,14.7,1017.5,-15.5,0,2.9
17,13.2,1017.8,-15.7,0,3
20,12.6,1018.3,-13.4,0,2.9
31,12,1018.5,-13.1,0,2.7
39,10.9,1018.8,-11.9,0,1.4
51,10.2,1018.8,-11.8,0,2
59,10,1018.5,-12,0,3
66,9.4,1017.5,-11.3,0,2.7
74,8.8,1017,-10.7,0,2.1
89,7.8,1016.5,-10.6,0,1.3
95,4.7,1016.1,-10.6,0,0
104,4.5,1015.7,-9.3,0,0
115,1.3,1015.7,-8.8,0,1.2
131,0.4,1015.7,-9.6,0,0.8
123,-0.2,1015.5,-8.4,0,1
106,2.1,1015.4,-8.6,0,0.9
107,5,1015.1,-8.9,0,1
117,6.7,1014.5,-8.9,0,1.3
131,9.1,1013.8,-8.5,0,0.9
141,10.9,1012.8,-8.4,0,1.3
153,12.3,1011.4,-8.8,0,0
169,13,1010.1,-8.3,0,1.5
169,13.3,1009.5,-8,0,1.6
174,13.8,1009.1,-7.6,0,1.9
194,13.2,1009,-7.5,0,1.8
208,11.6,1009.4,-7.3,0,0.7
213,9.4,1009.8,-5.7,0,0.7
203,6.7,1010.4,-5,0,0.1
209,5.2,1010.7,-4.7,0,0
222,4.3,1010.5,-2.6,0,1
228,4.3,1010.7,-4.2,0,0.8
227,4.9,1010.5,-5.8,0,0
236,5.6,1010.4,-7,0,0.8
245,3.5,1010.2,-6,0,0.5
176,6.3,1009.9,-7,0,1
168,6.3,1009.6,-7,0,0.7
155,5.1,1009.5,-6.5,0,1
152,4.6,1009.8,-6.3,0,0.7
154,4.1,1010.3,-6.2,0,0.8
190,5.3,1011,-6,0,0.9
193,6.9,1010.8,-6.5,0,1.3
185,8.4,1010.8,-6.6,0,0.8
138,8.8,1010.4,-6.2,0,1.1
177,9.5,1009.5,-6,0,1
182,10.4,1008.5,-5.6,0,0.2
198,11.5,1007.6,-5.1,0,0.8
221,13.2,1006.9,-4.5,0,1
240,14.7,1007,-4.6,0,1.3
245,14.6,1007.2,-4.7,0,0
239,11.8,1007.9,-4.4,0,0.6
240,8.5,1008.5,-4,0,0
245,8.5,1009.3,-4.4,0,0.4
244,5.8,1009.9,-3.6,0,0.2
247,5.3,1009.4,-4,0,0.7
248,8.3,1009.3,-3.6,0,1.8
246,5,1009.4,-3.3,0,1
251,2.9,1009.2,-3.2,0,0.6
245,2.2,1009,-3.3,0,1.6
253,3.3,1008.9,-3.3,0,1.6
250,1.2,1008.3,-3.9,0,0.4
242,0.9,1008.5,-2.5,0,1.4
242,0.5,1008.6,-3.4,0,0.9
242,-0.4,1008.4,-3.3,0,0.1
261,2.6,1008.7,-1.8,0,0
292,8.9,1008.7,-2.1,0,0.9
300,9.4,1007.9,-2.6,0,1.1
289,10.5,1007.2,-2.6,0,1
260,14.7,1005.5,-2.3,0,3.2
288,16,1003.2,-2.5,0,2.7
312,17.9,1001.8,-3,0,2.5
295,18.1,1000.5,-3.4,0,1.8
308,19.5,999.3,-4.8,0,3
243,19.1,998.9,-3.8,0,0.9
214,17.3,998.5,-3.5,0,0.4
206,12.5,998.9,-2.2,0,0.7
193,11.2,999.4,-1.6,0,1
184,10.2,999.6,0.2,0,0.5
258,8.6,999.5,0.1,0,0.6
438,8.1,1000.1,-0.9,0,0.8
520,7,1000,-1.4,0,0.4
488,5.4,1000,-1.5,0,0.9
450,5.3,1000.2,-1.8,0,0.9
362,4.1,999.9,-2.3,0,0
322,3.5,999.8,-2.5,0,0.6
308,3.4,1000.2,-2.6,0,1
296,3.4,1001,-2,0,0.2
123,3.5,1001.6,-2.5,0,0.7
3,6.6,1002.2,-0.9,0,0.1
3,11.6,1002.3,-1.9,0,1
311,16.6,1002.6,-3.5,0,1
260,19.9,1002.4,-5.2,0,0.9
200,21.2,1002,-2.7,0,3.1
108,21.7,1001.1,-4.4,0,2.9
159,17.2,1001,0.8,0,3.5
203,13.8,1001.2,-0.3,0,4.9
284,11.9,1001.5,-2,0,5.1
163,10.9,1001.7,-1.5,0,2.4
111,9.9,1001.9,-1.5,0,1.6
52,9.2,1002.4,-1,0,1.3
88,8.4,1002.4,-2.3,0,1.9
58,7.2,1002.2,-3.7,0,3
57,6,1002,-4.5,0,1.9
87,5.9,1001.1,-5.1,0,1
48,5.3,999.2,-5.1,0,0.4
50,4.4,997.9,-4.9,0,0
58,3,996.9,-4.2,0,0.1
64,2.6,995.9,-3.7,0,1.2
74,2.3,994.7,-4.2,0,0.9
83,1.7,993.7,-4,0,0
81,2.4,993.9,-3.9,0,1.7
104,4,994.1,-3.5,0,1.4
113,5,994.7,-2.8,0,1.7
110,7,996,-3.3,0,0.4
114,14.3,997.3,-1.8,0,5.3
151,17.3,999.6,-5.9,0,7.5
94,13.8,1002.9,-10.9,0,6.1
77,11.7,1005.8,-16.8,0,9.2
43,9.9,1008.5,-19.3,0,6.4
42,9.5,1009.8,-19.6,0,7.1
38,9.7,1011.1,-19.4,0,4.7
22,10,1012.8,-20.3,0,6.2
17,8.9,1014.7,-20.1,0,6.5
23,7.9,1017.5,-20.8,0,5.2
13,6.9,1019.2,-20.6,0,7.1
13,6.1,1021,-20.3,0,8.8
12,5.6,1022.6,-19.9,0,4.5
9,5.3,1023.1,-20.1,0,2.4
9,4.3,1023.4,-20.1,0,1.6
13,2.1,1022.9,-17.5,0,1.6
3,0.2,1023.2,-16.6,0,0.5
3,-1.6,1023.1,-15.8,0,0
13,-0.9,1023.3,-15.9,0,0
3,-1.9,1024,-14.7,0,0
18,-2.8,1024.1,-13.4,0,0
22,-2.1,1024.4,-13.3,0,0.1
29,3.7,1025.4,-15.6,0,3
29,5.7,1025.5,-16.8,0,2.8
29,6.8,1025,-17.3,0,5.2
25,8.7,1024.3,-17.4,0,3.1
31,9.9,1023.7,-17.3,0,2.4
28,11.3,1022.8,-17.2,0,1.3
35,11.2,1021.7,-17.2,0,3.8
